Mod:Item:MetaData, Localized Name
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:sprinkler, Sprinkler
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:crop_sticks, Crop Sticks
agricraft:journal, Agricultural Journal
agricraft:trowel, Gardening Trowel
agricraft:debugger, Debugger
agricraft:rake:0, Wooden Hand Rake
agricraft:rake:1, Iron Hand Rake
agricraft:clipper, Clipper
agricraft:clipping, Clipping
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_nugget:0, Emerald Nugget
agricraft:agri_nugget:1, Diamond Nugget
agricraft:agri_nugget:2, Quartz Shard
agricraft:agri_nugget:3, Iron Nugget
agricraft:agri_nugget:4, Copper Nugget
agricraft:agri_nugget:5, Tin Nugget
agricraft:agri_nugget:6, Lead Nugget
agricraft:agri_nugget:7, Silver Nugget
agricraft:agri_nugget:8, Aluminum Nugget
agricraft:agri_nugget:9, Nickel Nugget
agricraft:agri_nugget:10, Platinum Nugget
agricraft:agri_nugget:11, Osmium Nugget
agricraft:agri_nugget:12, Unknown Fragment
agricraft:magnifying_glass, Magnifying Glass
buildcraftcore:spring:0, Water Spring
buildcraftcore:spring:1, Oil Spring
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§dPink§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7Light Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3Cyan§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§dPurple§r Paintbrush
buildcraftcore:paintbrush:0, §9§9Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6Brown§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§aGreen§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§cRed§r Paintbrush
buildcraftcore:paintbrush:0, §0§7Black§r Paintbrush
buildcraftcore:list, List
buildcraftcore:map_location:0, Map Location
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcrafttransport:pipe_structure:0, Cobblestone Structure Pipe
buildcrafttransport:pipe_wood_item:0, Wooden Transport Pipe
buildcrafttransport:pipe_cobble_item:0, Cobblestone Transport Pipe
buildcrafttransport:pipe_stone_item:0, Stone Transport Pipe
buildcrafttransport:pipe_quartz_item:0, Quartz Transport Pipe
buildcrafttransport:pipe_iron_item:0, Iron Transport Pipe
buildcrafttransport:pipe_gold_item:0, Golden Transport Pipe
buildcrafttransport:pipe_clay_item:0, Clay Transport Pipe
buildcrafttransport:pipe_sandstone_item:0, Sandstone Transport Pipe
buildcrafttransport:pipe_void_item:0, Void Transport Pipe
buildcrafttransport:pipe_obsidian_item:0, Obsidian Transport Pipe
buildcrafttransport:pipe_diamond_item:0, Diamond Transport Pipe
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Lazuli Transport Pipe
buildcrafttransport:pipe_daizuli_item:0, Daizuli Transport Pipe
buildcrafttransport:pipe_emzuli_item:0, Emzuli Transport Pipe
buildcrafttransport:pipe_stripes_item:0, Stripes Transport Pipe
buildcrafttransport:pipe_wood_fluid:0, Wooden Fluid Pipe
buildcrafttransport:pipe_cobble_fluid:0, Cobblestone Fluid Pipe
buildcrafttransport:pipe_stone_fluid:0, Stone Fluid Pipe
buildcrafttransport:pipe_quartz_fluid:0, Quartz Fluid Pipe
buildcrafttransport:pipe_gold_fluid:0, Golden Fluid Pipe
buildcrafttransport:pipe_iron_fluid:0, Iron Fluid Pipe
buildcrafttransport:pipe_clay_fluid:0, Clay Fluid Pipe
buildcrafttransport:pipe_sandstone_fluid:0, Sandstone Fluid Pipe
buildcrafttransport:pipe_void_fluid:0, Void Fluid Pipe
buildcrafttransport:pipe_diamond_fluid:0, Diamond Fluid Pipe
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Wooden Kinesis Pipe
buildcrafttransport:pipe_cobble_power:0, Cobblestone Kinesis Pipe
buildcrafttransport:pipe_stone_power:0, Stone Kinesis Pipe
buildcrafttransport:pipe_quartz_power:0, Quartz Kinesis Pipe
buildcrafttransport:pipe_gold_power:0, Golden Kinesis Pipe
buildcrafttransport:pipe_sandstone_power:0, Sandstone Kinesis Pipe
buildcraftcompat:pipe_item_propolis:0, Apiarist's Pipe
buildcrafttransport:filtered_buffer, Filtered Buffer
buildcrafttransport:waterproof, Pipe Sealant
buildcrafttransport:plug_blocker, Pipe Plug
buildcrafttransport:plug_power_adaptor, Power Adapter
buildcrafttransport:wire:0, §z§0§fWhite§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Orange§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dMagenta§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bLight Blue§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eYellow§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aLime§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dPink§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Gray§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Light Gray§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Cyan§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dPurple§r Pipe Wire
buildcrafttransport:wire:11, §9§9Blue§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Brown§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aGreen§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cRed§r Pipe Wire
buildcrafttransport:wire:15, §0§7Black§r Pipe Wire
buildcraftsilicon:laser, Laser
buildcraftsilicon:assembly_table, Assembly Table
buildcraftsilicon:advanced_crafting_table, Advanced Crafting Table
buildcraftsilicon:integration_table, Integration Table
buildcraftsilicon:redstone_chipset:0, Redstone Chipset
buildcraftsilicon:redstone_chipset:1, Iron Chipset
buildcraftsilicon:redstone_chipset:2, Golden Chipset
buildcraftsilicon:redstone_chipset:3, Quartz Chipset
buildcraftsilicon:redstone_chipset:4, Diamond Chipset
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Black§r Lens
buildcraftsilicon:plug_lens:1, §z§e§cRed§r Lens
buildcraftsilicon:plug_lens:2, §z§d§aGreen§r Lens
buildcraftsilicon:plug_lens:3, §z§c§6Brown§r Lens
buildcraftsilicon:plug_lens:4, §9§9Blue§r Lens
buildcraftsilicon:plug_lens:5, §z§a§dPurple§r Lens
buildcraftsilicon:plug_lens:6, §z§9§3Cyan§r Lens
buildcraftsilicon:plug_lens:7, §z§8§7Light Gray§r Lens
